id,source,destination,distance_meters,road_type,speed_limit_kmh,capacity
561,245661018,6165604808,7.14,primary,50.0,300
562,245661074,7394094907,9.72,tertiary,30.0,100
563,245661074,245661369,392.0,secondary,40.0,200
564,245661107,1179088379,40.92,trunk,60.0,400
565,245661117,245661148,115.31,tertiary,30.0,100
566,245661134,2442886106,7.5,tertiary,30.0,100
567,245661134,1645876454,187.25,tertiary,30.0,100
568,245661134,245661018,128.35,primary,50.0,300
569,245661148,13658722671,7.12,tertiary,30.0,100
570,245661148,1650753935,182.61,tertiary,30.0,100
571,245661185,1645886338,36.96,primary,50.0,300
572,245661185,245661134,133.81,primary,50.0,300
573,245661288,1650753970,31.44,tertiary,30.0,100
574,245661288,493925065,652.44,trunk,60.0,400
575,245661295,6165604792,132.93,tertiary,30.0,100
576,245661295,7394094903,234.57,tertiary,30.0,100
577,245661298,7371795872,25.18,tertiary,30.0,100
578,245661369,7394094903,12.48,tertiary,30.0,100
579,245661369,245661627,335.43,secondary,40.0,200
580,245661595,6165604823,10.21,tertiary,30.0,100
581,245661595,1645876460,578.21,secondary,40.0,200
582,245661627,7394094897,11.5,tertiary,30.0,100
583,245661627,245662337,832.26,secondary,40.0,200
584,245661730,1650753970,641.53,trunk,60.0,400
585,245661730,493925065,45.37,trunk,60.0,400
586,245661837,1650694545,92.41,trunk,60.0,400
587,245661871,7371092122,22.76,primary,50.0,300
588,245661871,5921458230,29.31,tertiary,30.0,100
589,245662037,1179314485,226.95,trunk,60.0,400
590,245662128,7397055978,10.58,secondary,40.0,200
591,245662128,13552218468,334.69,secondary,40.0,200
592,245662191,7311314091,28.89,tertiary,30.0,100
593,245662191,7311309979,99.08,tertiary,30.0,100
594,245662295,5271602112,9.08,secondary,40.0,200
595,245662295,9909512441,327.39,secondary,40.0,200
596,245662295,245662646,431.29,primary,50.0,300
597,245662297,13845998583,87.44,secondary,40.0,200
598,245662297,7397055940,5.9,secondary_link,35.0,150
599,245662337,7394094911,158.4,secondary,40.0,200
600,245662339,245662629,403.83,tertiary,30.0,100
601,245662564,4362787515,22.68,tertiary,30.0,100
602,245662564,631487133,424.36,tertiary,30.0,100
603,245662605,2155937886,14.27,trunk,60.0,400
604,245662605,7371920939,208.82,secondary,40.0,200
605,245662629,6165604835,91.59,secondary,40.0,200
606,245662629,5271602930,469.76,secondary,40.0,200
607,245662629,245662850,261.35,tertiary,30.0,100
608,245662629,245662339,403.83,tertiary,30.0,100
609,245662630,6165604835,9.07,secondary,40.0,200
610,245662630,13564356164,162.12,secondary,40.0,200
611,245662637,245662681,54.95,tertiary,30.0,100
612,245662637,245662638,65.99,secondary,40.0,200
613,245662638,245662646,216.94,secondary,40.0,200
614,245662645,245662637,67.03,secondary,40.0,200
615,245662645,245662773,135.68,tertiary,30.0,100
616,245662645,7394094911,243.48,secondary,40.0,200
617,245662646,5271602930,10.92,secondary,40.0,200
618,245662646,245662760,180.96,primary,50.0,300
619,245662681,245662638,38.79,tertiary,30.0,100
620,245662681,7459352439,118.53,tertiary,30.0,100
621,245662760,5271602938,9.66,tertiary,30.0,100
622,245662760,245662966,212.69,primary,50.0,300
623,245662760,7459352439,226.1,tertiary,30.0,100
624,245662773,245663409,648.42,tertiary,30.0,100
625,245662773,245662645,135.68,tertiary,30.0,100
626,245662773,7459352439,116.96,tertiary,30.0,100
627,245662834,13571727010,7.71,tertiary,30.0,100
628,245662834,5271602944,366.53,tertiary,30.0,100
629,245662834,13552147203,23.06,tertiary,30.0,100
630,245662850,6165604834,79.47,tertiary,30.0,100
631,245662850,13552147203,141.9,tertiary,30.0,100
632,245662850,245662629,261.35,tertiary,30.0,100
633,245662851,6165604834,9.64,tertiary,30.0,100
634,245662851,13571656508,45.44,secondary,40.0,200
635,245662886,10654153514,7.67,secondary,40.0,200
636,245662886,13847213883,120.25,secondary,40.0,200
637,245662966,5271602946,11.42,tertiary,30.0,100
638,245662966,245663409,476.38,primary,50.0,300
639,245663085,13552203685,55.15,secondary,40.0,200
640,245663085,6165604830,9.14,tertiary,30.0,100
641,245663367,10654153518,4.94,secondary_link,35.0,150
642,245663367,13845998577,87.86,secondary,40.0,200
643,245663409,674869953,11.59,tertiary,30.0,100
644,245663409,473040979,695.25,primary,50.0,300
645,245663409,245662773,648.42,tertiary,30.0,100
646,245663476,1651338708,28.33,tertiary,30.0,100
647,245663476,8318460418,73.89,tertiary,30.0,100
648,245663569,5056119960,25.18,secondary,40.0,200
649,245663569,13546976661,416.86,secondary,40.0,200
650,245663569,245663708,122.55,secondary,40.0,200
651,245663666,245663849,148.38,primary,50.0,300
652,245663666,5346805349,13.01,primary,50.0,300
653,245663708,245663569,122.55,secondary,40.0,200
654,245663708,6165604846,358.73,secondary,40.0,200
655,245663765,3878559855,17.11,secondary,40.0,200
656,245663765,13658707414,487.76,trunk,60.0,400
657,245663814,6165604846,9.12,secondary,40.0,200
658,245663814,245663708,377.08,secondary,40.0,200
659,245663848,7416644624,13.89,primary,50.0,300
660,245663848,11023557408,383.26,secondary,40.0,200
661,245663849,1643134506,10.43,secondary,40.0,200
662,245663877,9679154878,40.86,trunk_link,50.0,350
663,245663877,528785934,46.85,trunk,60.0,400
664,245663884,13947008808,9.01,primary_link,40.0,250
665,245663884,245663848,129.44,primary,50.0,300
666,245663894,9942486328,42.33,trunk,60.0,400
667,245663959,2439602110,12.24,primary,50.0,300
668,245663959,6557556694,120.35,primary,50.0,300
669,245663961,3878559855,104.17,secondary,40.0,200
670,245663961,13695108310,149.34,secondary,40.0,200
671,245663968,4328161625,683.04,primary,50.0,300
672,245664037,10882918292,8.05,primary,50.0,300
673,245664037,13845955061,148.4,secondary,40.0,200
674,245664057,7372036698,14.65,primary,50.0,300
675,245664187,13677255092,156.54,secondary,40.0,200
676,245664187,245664191,27.32,secondary,40.0,200
677,245664191,245664455,85.28,secondary,40.0,200
678,245664408,1640972957,109.82,primary,50.0,300
679,245664408,245664463,274.98,motorway_link,70.0,450
680,245664445,2250795693,684.49,motorway_link,70.0,450
681,245664445,2250795688,342.77,motorway,80.0,500
682,245664455,13675070082,137.78,secondary,40.0,200
683,245664455,529576444,22.51,secondary,40.0,200
684,245664463,245664445,214.46,motorway,80.0,500
685,245664465,1366857240,77.54,motorway,80.0,500
686,245664547,2250795734,114.77,motorway_link,70.0,450
687,245664547,10882768320,116.45,tertiary,30.0,100
688,245664576,1640972957,361.06,motorway_link,70.0,450
689,245664576,245664463,227.45,motorway,80.0,500
690,245664662,13674181397,16.3,secondary,40.0,200
691,245664662,6573759451,11.93,trunk,60.0,400
692,245664667,13528689956,293.3,primary,50.0,300
693,245664695,8882200680,44.21,motorway,80.0,500
694,245664760,1647747270,26.06,primary,50.0,300
695,245664760,1647747278,42.55,primary_link,40.0,250
696,245664764,1367092731,1058.81,tertiary,30.0,100
697,245664764,2238597924,24.41,secondary,40.0,200
698,245664779,5792168761,39.26,trunk,60.0,400
699,245664830,10134735413,14.68,tertiary,30.0,100
700,245664830,245664760,86.94,primary,50.0,300
701,245664865,3273736210,886.39,secondary,40.0,200
702,245664865,8909137845,110.59,secondary,40.0,200
703,245664865,7383907165,413.49,tertiary,30.0,100
704,245664866,1642951748,152.22,trunk,60.0,400
705,245664869,13677255093,18.67,trunk,60.0,400
706,245664869,1651387817,18.81,secondary,40.0,200
707,245664905,4264598303,16.19,trunk,60.0,400
708,245664905,10939673573,28.88,secondary,40.0,200
709,245665035,10682240352,7.51,tertiary,30.0,100
710,245665035,10682240349,38.25,tertiary,30.0,100
711,245665035,1398117066,121.99,tertiary,30.0,100
712,245665060,10116201906,11.94,secondary,40.0,200
713,245665060,1366857439,71.48,secondary,40.0,200
714,245665147,8443498442,25.48,secondary,40.0,200
715,245665147,8443498448,29.4,tertiary,30.0,100
716,245665197,11143613411,8.93,tertiary,30.0,100
717,245665197,11143613413,30.65,tertiary,30.0,100
718,245665197,7383907165,28.41,tertiary,30.0,100
719,245665218,12486614583,499.2,tertiary,30.0,100
720,245665218,10682240349,66.84,tertiary,30.0,100
721,245665218,245665949,536.96,tertiary,30.0,100
722,245665275,245665303,237.47,secondary,40.0,200
723,245665275,245665307,61.84,secondary,40.0,200
724,245665303,13676994256,71.72,secondary,40.0,200
725,245665303,4264598306,11.57,secondary,40.0,200
726,245665303,245665275,237.47,secondary,40.0,200
727,245665307,1643351830,40.46,secondary,40.0,200
728,245665307,245665637,227.37,secondary,40.0,200
729,245665354,10207397917,12.59,trunk_link,50.0,350
730,245665354,1643351843,9.7,secondary,40.0,200
731,245665637,1643264330,255.05,tertiary,30.0,100
732,245665637,245665307,227.37,secondary,40.0,200
733,245665637,245665748,160.76,secondary,40.0,200
734,245665650,13617550922,11.75,primary,50.0,300
735,245665650,13617550926,216.56,tertiary,30.0,100
736,245665679,10750564862,12.32,tertiary,30.0,100
737,245665679,2246471647,155.11,secondary,40.0,200
738,245665748,245665637,160.76,secondary,40.0,200
739,245665748,245665982,91.51,secondary,40.0,200
740,245665833,3890125193,2111.13,motorway,80.0,500
741,245665833,3890125193,2112.04,motorway_link,70.0,450
742,245665854,2897022073,8.99,secondary,40.0,200
743,245665873,245665939,115.7,tertiary,30.0,100
744,245665874,6428811261,15.69,tertiary,30.0,100
745,245665874,10682240352,894.01,tertiary,30.0,100
746,245665925,13621901232,30.0,tertiary,30.0,100
747,245665925,245665873,24.43,tertiary,30.0,100
748,245665939,245665964,12.18,tertiary,30.0,100
749,245665939,245665949,130.77,tertiary,30.0,100
750,245665948,10171361140,48.18,tertiary,30.0,100
751,245665948,6926138475,41.22,tertiary_link,25.0,80
752,245665949,10171361140,12.92,tertiary,30.0,100
753,245665949,245665218,536.96,tertiary,30.0,100
754,245665949,10171361141,72.48,tertiary,30.0,100
755,245665964,245666002,60.92,tertiary,30.0,100
756,245665982,245665748,91.51,secondary,40.0,200
757,245665982,1651414481,172.75,tertiary,30.0,100
758,245665982,13789652005,111.05,secondary,40.0,200
759,245666002,245665925,45.22,tertiary,30.0,100
760,245666002,245666778,542.71,tertiary,30.0,100
761,245666077,13617067002,5.65,tertiary_link,25.0,80
762,245666077,10091403659,64.63,tertiary,30.0,100
763,245666141,2897024627,11.81,tertiary,30.0,100
764,245666141,9469495782,392.7,secondary,40.0,200
765,245666158,6428811270,187.74,tertiary,30.0,100
766,245666158,7365871208,29.99,tertiary,30.0,100
767,245666164,10207397928,7.71,secondary,40.0,200
768,245666164,1367093074,13.55,secondary,40.0,200
769,245666274,10292442915,11.26,secondary,40.0,200
770,245666274,8443498438,167.63,secondary,40.0,200
771,245666370,13617040697,6.68,tertiary_link,25.0,80
772,245666370,13617040695,57.37,tertiary,30.0,100
773,245666371,2897024642,10.98,tertiary,30.0,100
774,245666371,245666141,219.36,tertiary,30.0,100
775,245666386,245666830,107.91,tertiary,30.0,100
776,245666386,245666882,344.08,tertiary,30.0,100
777,245666386,6554384670,83.86,tertiary,30.0,100
778,245666426,12311766936,10.15,tertiary,30.0,100
779,245666448,476480258,333.56,tertiary,30.0,100
780,245666448,476480287,301.33,secondary,40.0,200
781,245666475,12882834605,12.88,trunk,60.0,400
782,245666475,3212163820,365.24,motorway_link,70.0,450
783,245666615,1936355375,7.61,tertiary,30.0,100
784,245666615,9979171964,413.77,primary,50.0,300
785,245666778,245666901,232.99,tertiary,30.0,100
786,245666778,245666850,193.9,tertiary,30.0,100
787,245666778,245666002,542.71,tertiary,30.0,100
788,245666778,10696472335,46.89,tertiary,30.0,100
789,245666830,2897024695,7.98,tertiary,30.0,100
790,245666830,245666882,247.89,tertiary,30.0,100
791,245666830,245666386,107.91,tertiary,30.0,100
792,245666850,245666778,193.9,tertiary,30.0,100
793,245666850,6926138475,559.25,tertiary,30.0,100
794,245666850,2244797443,245.02,tertiary,30.0,100
795,245666882,2897024710,8.15,tertiary,30.0,100
796,245666882,245666386,344.08,tertiary,30.0,100
797,245666882,13616287394,115.67,tertiary,30.0,100
798,245666901,245666778,232.99,tertiary,30.0,100
799,245666901,5896564331,100.12,tertiary,30.0,100
800,245666966,10279771631,47.09,secondary,40.0,200
801,245666966,2897024737,8.19,primary,50.0,300
802,245667153,9979171956,16.93,tertiary,30.0,100
803,245667153,471554800,245.02,primary,50.0,300
804,245667351,2897024785,289.54,tertiary,30.0,100
805,245667351,6552758940,38.11,primary_link,40.0,250
806,245667420,1646070631,615.82,motorway,80.0,500
807,245667447,13615108581,7.56,trunk,60.0,400
808,245667447,13615108581,12.55,secondary,40.0,200
809,245667457,1936355394,15.21,tertiary,30.0,100
810,245667457,13523554740,103.47,primary,50.0,300
811,245667551,10082236369,6.77,secondary,40.0,200
812,245667688,2897024862,32.61,secondary,40.0,200
813,245667688,13619400535,366.57,secondary,40.0,200
814,245667692,13335873376,233.27,tertiary,30.0,100
815,245667692,2146269444,557.61,tertiary,30.0,100
816,245667803,5911310869,13.75,tertiary,30.0,100
817,245667803,245667819,471.15,trunk,60.0,400
818,245667819,6583665827,174.46,trunk,60.0,400
819,245667850,13503275924,6.61,tertiary,30.0,100
820,245667850,245668405,652.2,tertiary,30.0,100
821,245667850,13503275930,228.12,tertiary,30.0,100
822,245667862,13503275930,65.43,tertiary,30.0,100
823,245667874,2629418529,12.72,tertiary,30.0,100
824,245667874,245668010,636.42,tertiary,30.0,100
825,245667874,245668221,354.59,secondary,40.0,200
826,245668003,2622177289,10.79,trunk_link,50.0,350
827,245668003,13799160902,14.18,primary,50.0,300
828,245668010,245667874,636.42,tertiary,30.0,100
829,245668010,245668285,307.53,tertiary,30.0,100
830,245668010,10882696219,306.26,tertiary,30.0,100
831,245668015,7404711447,9.51,secondary,40.0,200
832,245668015,13619400535,36.75,secondary,40.0,200
833,245668015,245668366,1000.22,tertiary,30.0,100
834,245668039,7404711447,18.91,secondary,40.0,200
835,245668039,10653592689,659.87,secondary,40.0,200
836,245668052,1366009077,243.57,tertiary,30.0,100
837,245668052,10629352244,127.5,tertiary,30.0,100
838,245668052,6497154928,360.36,tertiary,30.0,100
839,245668052,1366027983,640.82,tertiary,30.0,100
840,245668175,1936355426,16.14,tertiary,30.0,100
841,245668175,2629418531,346.29,tertiary,30.0,100
842,245668175,12393472130,300.54,primary,50.0,300
843,245668221,2629418531,10.36,tertiary,30.0,100
844,245668221,245668285,539.81,tertiary,30.0,100
845,245668221,13523465896,451.94,secondary,40.0,200
846,245668285,245668221,539.81,tertiary,30.0,100
847,245668285,10603299587,723.42,tertiary,30.0,100
848,245668285,245668010,307.53,tertiary,30.0,100
849,245668288,245668366,618.16,tertiary,30.0,100
850,245668288,13799110877,183.06,tertiary,30.0,100
851,245668306,10207309411,5.92,tertiary_link,25.0,80
852,245668306,13719798763,145.09,tertiary,30.0,100
853,245668344,10081148287,108.78,tertiary,30.0,100
854,245668344,13644386420,502.53,tertiary,30.0,100
855,245668366,621976590,1233.89,tertiary,30.0,100
856,245668366,245668288,618.16,tertiary,30.0,100
857,245668366,245668015,1000.22,tertiary,30.0,100
858,245668398,4342420724,39.54,secondary,40.0,200
859,245668398,12852654805,84.32,trunk,60.0,400
860,245668399,10081148282,39.19,secondary,40.0,200
861,245668399,2899067852,625.18,trunk,60.0,400
862,245668405,10878535987,8.12,tertiary,30.0,100
863,245668405,10878535988,8.8,tertiary,30.0,100
864,245668405,245667850,652.2,tertiary,30.0,100
865,245668408,10081148287,14.1,tertiary,30.0,100
866,245668408,11201851936,278.91,tertiary,30.0,100
867,245668466,245668594,166.4,primary,50.0,300
868,245668480,4342420750,19.83,tertiary,30.0,100
869,245668480,2250992725,563.71,secondary,40.0,200
870,245668480,5911310869,908.5,tertiary,30.0,100
871,245668490,1643035300,507.54,tertiary,30.0,100
872,245668490,1454673995,248.98,tertiary,30.0,100
873,245668490,10653480123,238.24,tertiary,30.0,100
874,245668515,10770722930,14.34,tertiary,30.0,100
875,245668515,6497154927,46.51,primary,50.0,300
876,245668515,6497154928,52.3,tertiary,30.0,100
877,245668543,10653592689,10.52,secondary,40.0,200
878,245668543,621976586,326.87,tertiary,30.0,100
879,245668594,1936355446,12.44,tertiary,30.0,100
880,245668594,4335012905,156.49,primary,50.0,300
881,245668623,6428667004,17.3,tertiary,30.0,100
882,245668623,11201851936,250.77,tertiary,30.0,100
883,245668721,13719012983,4.48,tertiary,30.0,100
884,245668721,1454673594,335.99,tertiary,30.0,100
885,245668721,12311776131,32.6,tertiary,30.0,100
886,245668759,3234264503,58.92,tertiary,30.0,100
887,245668759,3245675983,110.93,tertiary,30.0,100
888,245668764,1936355451,10.21,secondary,40.0,200
889,245668764,9985506416,614.96,primary,50.0,300
890,245668776,2629418536,9.47,secondary,40.0,200
891,245668776,9674225640,270.27,secondary,40.0,200
892,245668828,4335012910,7.38,tertiary,30.0,100
893,245668828,245668776,243.9,secondary,40.0,200
894,245668927,245669276,469.66,tertiary,30.0,100
895,245668927,245668623,498.32,tertiary,30.0,100
896,245669231,1936355487,10.2,primary,50.0,300
897,245669231,13523657582,66.84,primary,50.0,300
898,245669274,9985506399,20.36,tertiary,30.0,100
899,245669274,9985517318,256.79,tertiary,30.0,100
900,245669274,473653179,126.0,tertiary,30.0,100
901,245669276,473653179,39.64,tertiary,30.0,100
902,245669276,245668927,469.66,tertiary,30.0,100
903,245669276,7384981353,32.9,tertiary,30.0,100
904,245669284,13522436650,9.19,secondary_link,35.0,150
905,245669284,2442374465,1991.52,secondary,40.0,200
906,245669298,6431289416,11.68,tertiary,30.0,100
907,245669298,7379512624,156.42,tertiary,30.0,100
908,245669298,13523465875,584.72,tertiary,30.0,100
909,245669481,5130752103,786.27,motorway,80.0,500
910,245669481,2250825525,62.77,motorway_link,70.0,450
