id,source,destination,distance_meters,road_type,speed_limit_kmh,capacity
4137,1906829046,12432945775,20.54,trunk_link,50.0,350
4138,1906829046,1906829003,758.08,trunk,60.0,400
4139,1913053572,6638816990,10.2,tertiary,30.0,100
4140,1913053572,10274112204,293.57,primary,50.0,300
4141,1913053572,12260849097,190.98,tertiary,30.0,100
4142,1913053586,482297168,21.61,tertiary,30.0,100
4143,1913053586,13055485598,17.21,tertiary,30.0,100
4144,1913053586,482266865,107.33,tertiary,30.0,100
4145,1913053599,10274112167,8.1,tertiary,30.0,100
4146,1913053599,1913053602,172.44,tertiary,30.0,100
4147,1913053602,10636709125,6.21,tertiary,30.0,100
4148,1913053602,245669557,548.22,tertiary,30.0,100
4149,1913053619,1913053666,381.74,tertiary,30.0,100
4150,1913053619,12082858144,112.61,tertiary,30.0,100
4151,1913053624,1913053666,519.7,tertiary,30.0,100
4152,1913053666,469941496,574.56,tertiary,30.0,100
4153,1913053666,1913053624,519.7,tertiary,30.0,100
4154,1913053666,1913053619,381.74,tertiary,30.0,100
4155,1913053666,1913053670,309.46,tertiary,30.0,100
4156,1913053670,10880826045,5.62,secondary,40.0,200
4157,1913053670,1913053666,309.46,tertiary,30.0,100
4158,1913053670,10274112136,332.76,secondary,40.0,200
4159,1913053676,1906828925,12.31,motorway_link,70.0,450
4160,1913053676,1154211731,355.51,tertiary,30.0,100
4161,1916634196,296849525,332.32,tertiary,30.0,100
4162,1916634196,13470449796,36.16,tertiary,30.0,100
4163,1916634220,13857111127,8.0,secondary_link,35.0,150
4164,1916634220,13857111126,64.54,secondary,40.0,200
4165,1916634248,13472872187,285.53,tertiary,30.0,100
4166,1916634248,13472872200,150.68,tertiary,30.0,100
4167,1919644786,10277511242,10.7,tertiary,30.0,100
4168,1919753058,884430002,9.78,tertiary,30.0,100
4169,1919753058,884430034,243.09,primary,50.0,300
4170,1920242277,6598737611,10.66,tertiary,30.0,100
4171,1920242277,469941496,700.07,tertiary,30.0,100
4172,1920242277,10880826048,262.85,secondary,40.0,200
4173,1920242403,7370620008,10.09,primary,50.0,300
4174,1920266039,12311841448,8.11,tertiary,30.0,100
4175,1920266039,13858361519,78.55,tertiary,30.0,100
4176,1920266069,10960929801,9.85,tertiary,30.0,100
4177,1920266074,10961014507,7.38,tertiary,30.0,100
4178,1920266094,10960929802,104.75,tertiary,30.0,100
4179,1920266094,4699029729,10.23,tertiary,30.0,100
4180,1920266094,1194191465,237.59,tertiary,30.0,100
4181,1934768150,864964221,10.92,primary,50.0,300
4182,1934768150,4178790375,55.42,primary,50.0,300
4183,1934768159,10636989239,11.52,primary,50.0,300
4184,1934768165,623217288,49.47,secondary,40.0,200
4185,1934768165,245672811,36.41,primary_link,40.0,250
4186,1934768186,867276793,10.36,secondary,40.0,200
4187,1934768186,1934768200,346.12,secondary,40.0,200
4188,1934768200,7358788703,11.35,secondary,40.0,200
4189,1934768200,4590912466,108.19,tertiary,30.0,100
4190,1934779427,623217288,11.3,primary,50.0,300
4191,1934779427,9969180380,176.91,secondary,40.0,200
4192,1936355361,296362019,9.1,secondary,40.0,200
4193,1936355361,6295206335,32.68,primary,50.0,300
4194,1936355368,296362023,8.27,primary_link,40.0,250
4195,1936355368,13523554733,109.46,primary,50.0,300
4196,1936355375,1936355368,262.3,primary,50.0,300
4197,1936355384,9979171956,8.92,primary,50.0,300
4198,1936355384,357798621,196.27,tertiary,30.0,100
4199,1936355393,471554800,19.47,tertiary,30.0,100
4200,1936355393,1936355384,235.0,primary,50.0,300
4201,1936355394,1936355393,157.51,primary,50.0,300
4202,1936355394,357798629,191.35,tertiary,30.0,100
4203,1936355426,245668175,16.14,tertiary,30.0,100
4204,1936355426,13503275933,350.61,primary,50.0,300
4205,1936355441,245668466,9.33,tertiary,30.0,100
4206,1936355441,10001764598,10.95,primary,50.0,300
4207,1936355446,245668594,12.44,tertiary,30.0,100
4208,1936355446,245668405,597.34,tertiary,30.0,100
4209,1936355446,1936355441,164.49,primary,50.0,300
4210,1936355451,4335012905,9.77,secondary,40.0,200
4211,1936355451,1936355446,163.83,primary,50.0,300
4212,1936355487,9985506415,8.91,primary,50.0,300
4213,1936355487,13525948591,82.87,primary,50.0,300
4214,1936355548,296354499,9.33,secondary,40.0,200
4215,1936355548,6598130894,1113.22,primary,50.0,300
4216,1936355567,3008529668,6.65,secondary,40.0,200
4217,1936355567,1936355548,517.08,primary,50.0,300
4218,1936355577,9771116371,12.34,primary,50.0,300
4219,1936355582,867003219,12.84,tertiary,30.0,100
4220,1936355582,1936355577,657.96,primary,50.0,300
4221,1936355587,1936627968,14.51,primary,50.0,300
4222,1936355587,1392429436,53.35,tertiary,30.0,100
4223,1936355587,1375251723,172.77,primary,50.0,300
4224,1936355603,10273617655,412.31,primary,50.0,300
4225,1936355603,12293379928,9.77,tertiary,30.0,100
4226,1936499559,969803897,8.76,secondary,40.0,200
4227,1936499559,296864887,137.6,secondary,40.0,200
4228,1936499559,1936355603,507.51,primary,50.0,300
4229,1936499564,296853248,9.71,secondary,40.0,200
4230,1936499564,1936499559,363.39,primary,50.0,300
4231,1936499595,621284900,9.53,tertiary,30.0,100
4232,1936499595,6429075943,598.06,primary,50.0,300
4233,1936499595,13437636817,132.38,tertiary,30.0,100
4234,1936499649,12311841439,18.38,tertiary,30.0,100
4235,1936499649,621284872,9.01,tertiary,30.0,100
4236,1936499649,5346620502,269.2,primary,50.0,300
4237,1936499662,621284871,9.06,primary,50.0,300
4238,1936499662,1936499649,222.43,primary,50.0,300
4239,1936499674,621287167,8.84,tertiary,30.0,100
4240,1936499674,10961014512,175.5,tertiary,30.0,100
4241,1936499674,6616635522,144.44,primary,50.0,300
4242,1936499709,7385909174,13.6,primary,50.0,300
4243,1936499715,13870621502,21.8,secondary,40.0,200
4244,1936499715,13856203925,14.24,primary,50.0,300
4245,1936499721,10960996713,5.74,primary,50.0,300
4246,1936499722,1936499721,43.27,primary,50.0,300
4247,1936499722,621287161,8.43,tertiary,30.0,100
4248,1936499726,621287160,8.54,tertiary,30.0,100
4249,1936499726,1169477795,261.09,tertiary,30.0,100
4250,1936499726,12293476237,259.4,primary,50.0,300
4251,1936499738,7394181671,8.45,primary,50.0,300
4252,1936499738,11476100456,6.57,secondary,40.0,200
4253,1936499746,1936499738,132.5,primary,50.0,300
4254,1936499746,1169481164,126.8,tertiary,30.0,100
4255,1936499748,621287605,8.92,tertiary,30.0,100
4256,1936499748,1169474008,335.0,tertiary,30.0,100
4257,1936499748,1936499746,163.09,primary,50.0,300
4258,1936499780,1936499748,788.3,primary,50.0,300
4259,1936499782,619185674,22.28,primary,50.0,300
4260,1936499782,1194136043,36.54,secondary_link,35.0,150
4261,1936499784,619185674,12.17,secondary,40.0,200
4262,1936499784,1936499780,22.93,primary,50.0,300
4263,1936580349,10698653947,8.69,primary_link,40.0,250
4264,1936580349,6429075944,294.69,primary,50.0,300
4265,1936627863,2250992746,39.78,tertiary,30.0,100
4266,1936627863,13754239251,7.34,primary,50.0,300
4267,1936627865,1154214582,14.78,tertiary,30.0,100
4268,1936627865,12698155337,28.68,primary,50.0,300
4269,1936627871,623038359,32.6,tertiary,30.0,100
4270,1936627871,13922390230,164.25,tertiary,30.0,100
4271,1936627903,13758246173,514.26,primary,50.0,300
4272,1936627903,1936627968,135.9,primary,50.0,300
4273,1936627909,1936627976,37.49,primary,50.0,300
4274,1936627909,1936627937,29.32,secondary,40.0,200
4275,1936627911,1920242403,17.28,tertiary,30.0,100
4276,1936627911,9137843243,236.99,primary,50.0,300
4277,1936627937,1936627943,44.67,secondary,40.0,200
4278,1936627942,865054565,10.73,tertiary,30.0,100
4279,1936627942,864940623,346.89,tertiary,30.0,100
4280,1936627942,7371029962,307.35,primary,50.0,300
4281,1936627943,12293414015,26.11,secondary_link,35.0,150
4282,1936627943,13758246173,288.26,secondary,40.0,200
4283,1936627968,1936627976,13.04,primary_link,40.0,250
4284,1936627968,1936355582,334.74,primary,50.0,300
4285,1936627976,245672659,15.25,primary,50.0,300
4286,1936627976,1936627937,29.53,primary_link,40.0,250
4287,1936627981,245672659,22.3,secondary,40.0,200
4288,1936627981,1392429440,54.52,secondary_link,35.0,150
4289,1960732185,2245075637,59.3,tertiary,30.0,100
4290,1960732185,1960732187,172.53,tertiary,30.0,100
4291,1960732185,1366901065,202.13,tertiary,30.0,100
4292,1960732187,1960732185,172.53,tertiary,30.0,100
4293,1960732187,4759328743,25.1,tertiary,30.0,100
4294,1960732198,245672077,103.07,tertiary,30.0,100
4295,1960732198,13390248500,171.73,tertiary,30.0,100
4296,1960732198,10653810932,871.26,tertiary,30.0,100
4297,1960732236,2246473687,210.14,trunk,60.0,400
4298,1960732239,1960732236,167.49,trunk,60.0,400
4299,1960732239,11921265746,73.36,trunk_link,50.0,350
4300,1960732248,1644082876,2205.74,trunk,60.0,400
4301,1960732258,1960732239,3358.62,trunk,60.0,400
4302,1960732259,1448146974,49.92,trunk_link,50.0,350
4303,1960732259,2237116133,885.62,trunk,60.0,400
4304,1960732300,1448147562,744.29,trunk,60.0,400
4305,1960732302,1861339118,59.53,trunk_link,50.0,350
4306,1960732302,1861339114,659.76,trunk,60.0,400
4307,1960732315,7371027858,314.6,trunk_link,50.0,350
4308,1960732315,1960732300,659.57,trunk,60.0,400
4309,1960732352,6259256961,12.8,trunk_link,50.0,350
4310,1960732352,1960732626,1185.21,trunk,60.0,400
4311,1960732364,10921440677,14.29,trunk,60.0,400
4312,1960732364,11939473399,18.08,tertiary,30.0,100
4313,1960732421,7298879766,2.29,secondary,40.0,200
4314,1960732421,1648234765,125.93,tertiary,30.0,100
4315,1960732423,1960732421,9.2,secondary,40.0,200
4316,1960732423,1078664383,249.42,tertiary,30.0,100
4317,1960732441,1960732484,1.37,secondary,40.0,200
4318,1960732484,1960732501,66.31,secondary,40.0,200
4319,1960732484,1078664045,7.74,secondary,40.0,200
4320,1960732501,1078664638,7.58,secondary_link,35.0,150
4321,1960732501,1960732544,47.09,secondary,40.0,200
4322,1960732542,1960732544,7.66,secondary_link,35.0,150
4323,1960732542,1078664638,35.3,secondary,40.0,200
4324,1960732544,13895665253,42.2,secondary,40.0,200
4325,1960732544,1960732542,7.66,secondary_link,35.0,150
4326,1960732549,13757859361,5.67,tertiary,30.0,100
4327,1960732549,10196684383,12.49,tertiary,30.0,100
4328,1960732549,6802893016,104.29,secondary,40.0,200
4329,1960732625,1728805936,990.45,trunk,60.0,400
4330,1960732626,1960733013,788.52,trunk,60.0,400
4331,1960732626,9726750974,194.53,trunk_link,50.0,350
4332,1960732675,1861440281,19.22,primary,50.0,300
4333,1960732684,1960732675,24.9,primary,50.0,300
4334,1960732684,2237026865,265.42,primary,50.0,300
4335,1960732686,1960732684,5.48,primary,50.0,300
4336,1960732748,9726750973,222.07,tertiary,30.0,100
4337,1960732748,13262290336,370.8,primary,50.0,300
4338,1960732957,10279457373,282.38,secondary,40.0,200
4339,1960732957,1960732962,5.59,primary,50.0,300
4340,1960732962,1960732965,3.78,primary,50.0,300
4341,1960732965,13262801029,538.95,primary,50.0,300
4342,1960732965,1960733002,15.11,primary,50.0,300
4343,1960732994,1960732957,13.22,primary,50.0,300
4344,1960733002,414605519,7.52,primary,50.0,300
4345,1960733013,7736314995,233.38,trunk,60.0,400
4346,1960733045,414605518,6.63,tertiary,30.0,100
4347,1960733045,1960732994,128.14,primary,50.0,300
4348,1960733099,13912207608,7.71,primary,50.0,300
4349,1960733120,1647017113,889.57,tertiary,30.0,100
4350,1960733120,1960732686,986.33,secondary,40.0,200
4351,1960733168,10247313328,12.53,secondary,40.0,200
4352,1960733168,443799834,303.24,secondary,40.0,200
4353,1960733213,1960733288,302.21,secondary,40.0,200
4354,1960733213,1960733223,17.3,secondary,40.0,200
4355,1960733214,2493905821,10.8,secondary,40.0,200
4356,1960733223,317914122,206.88,secondary,40.0,200
4357,1960733282,1960733293,13.44,secondary,40.0,200
4358,1960733282,13055930254,38.31,secondary,40.0,200
4359,1960733288,1960733282,6.68,secondary,40.0,200
4360,1960733293,1960733327,4.84,secondary,40.0,200
4361,1960733296,1960733223,307.01,secondary,40.0,200
4362,1960733296,1960733288,6.48,secondary,40.0,200
4363,1960733327,1960733296,17.09,secondary,40.0,200
4364,1960733327,13736820892,70.99,secondary,40.0,200
4365,1960733382,1960733404,81.65,trunk,60.0,400
4366,1960733394,1960733396,13.78,tertiary,30.0,100
4367,1960733394,12992261093,67.75,primary,50.0,300
4368,1960733394,414725067,198.35,tertiary,30.0,100
4369,1960733396,6017562368,93.1,primary,50.0,300
4370,1960733396,1960733394,13.78,tertiary,30.0,100
4371,1960733404,1960734183,1574.94,trunk,60.0,400
4372,1960733404,11939384500,155.59,trunk_link,50.0,350
4373,1960733406,13787873118,6.77,primary,50.0,300
4374,1960733406,13787873116,13.28,secondary,40.0,200
4375,1960733414,9925314979,8.82,secondary,40.0,200
4376,1960733414,6607668198,7.36,secondary_link,35.0,150
4377,1960733463,13788003649,222.5,secondary,40.0,200
4378,1960733534,13788003649,10.09,primary,50.0,300
4379,1960733537,414726599,13.67,primary,50.0,300
4380,1960733537,9925314999,179.55,secondary,40.0,200
4381,1960733568,1960733537,11.88,primary,50.0,300
4382,1960733568,414726607,194.49,primary,50.0,300
4383,1960733664,13787992814,333.06,secondary,40.0,200
4384,1960733664,13800431840,43.81,secondary,40.0,200
4385,1960733730,1960733734,11.85,primary,50.0,300
4386,1960733730,1184122869,227.58,secondary,40.0,200
4387,1960733734,13787992818,13.44,secondary,40.0,200
4388,1960733734,6802445263,154.46,primary,50.0,300
4389,1960733766,13787992818,153.26,primary,50.0,300
4390,1960733842,1184122869,6.71,tertiary,30.0,100
4391,1960733842,1184122880,260.72,tertiary,30.0,100
4392,1960733842,1960733734,229.24,secondary,40.0,200
4393,1960733875,414595050,11.89,tertiary,30.0,100
4394,1960733875,1960733766,274.4,primary,50.0,300
4395,1960733875,414595021,98.9,tertiary,30.0,100
4396,1960734099,7010109339,7.85,primary,50.0,300
4397,1960734182,7736315016,436.14,trunk_link,50.0,350
4398,1960734182,1184046328,1567.15,trunk,60.0,400
4399,1960734183,12793994507,145.11,trunk,60.0,400
4400,1960734187,10279453013,15.24,secondary,40.0,200
4401,1960734187,13787921051,199.02,tertiary,30.0,100
4402,1960734213,6802445275,14.7,primary,50.0,300
4403,1960734213,1960734099,374.02,primary,50.0,300
4404,1960734286,1960734182,314.52,trunk,60.0,400
4405,1960734406,7736315026,603.3,trunk,60.0,400
4406,1960734406,11939157085,395.88,trunk_link,50.0,350
4407,1960734408,4214654632,276.8,trunk,60.0,400
4408,1960734422,1960734449,21.44,trunk_link,50.0,350
4409,1960734422,1960734521,131.31,trunk_link,50.0,350
4410,1960734426,1960734455,18.01,primary,50.0,300
4411,1960734426,1184122840,598.11,tertiary,30.0,100
4412,1960734449,1180435752,31.37,trunk_link,50.0,350
4413,1960734455,11939157087,48.23,trunk,60.0,400
4414,1960734455,1180435752,105.42,trunk_link,50.0,350
4415,1960734457,1960734455,12.2,trunk_link,50.0,350
4416,1960734457,1960734213,382.67,primary,50.0,300
4417,1960734521,12558219497,17.76,trunk,60.0,400
4418,1960734545,1960734575,43.22,trunk,60.0,400
4419,1960734545,5868392396,20.4,secondary,40.0,200
4420,1960734575,9925315038,51.39,trunk,60.0,400
4421,1960734582,13555600532,934.81,secondary,40.0,200
4422,1960734582,1643413909,11.57,secondary,40.0,200
4423,1960734583,13788764069,4.86,tertiary,30.0,100
4424,1960734583,13788764072,224.42,tertiary,30.0,100
4425,1960734610,443526084,11.5,tertiary,30.0,100
4426,1960734610,13800542663,68.76,secondary,40.0,200
4427,1960734638,13551379973,121.47,trunk,60.0,400
4428,1960734699,11925463723,10.83,secondary_link,35.0,150
4429,1960734773,5741272927,32.65,trunk,60.0,400
4430,1960734773,13820354780,40.85,trunk,60.0,400
4431,1960734783,1960734794,12.81,secondary_link,35.0,150
4432,1960734783,12852441402,33.33,secondary,40.0,200
4433,1960734794,1960734783,12.81,secondary_link,35.0,150
4434,1960734794,13827971688,14.12,secondary,40.0,200
4435,1960734807,11939223213,237.42,trunk,60.0,400
4436,1960734822,10232962359,40.09,trunk,60.0,400
4437,1960734822,4214654657,548.57,trunk,60.0,400
4438,1960734864,1855295828,8.34,tertiary_link,25.0,80
4439,1960734864,11925463738,437.19,secondary,40.0,200
4440,1960734881,7375293990,579.56,secondary,40.0,200
4441,1960734881,1643413937,11.99,secondary,40.0,200
4442,1960734956,1855295799,11.06,secondary_link,35.0,150
4443,1960734956,1960734864,281.29,secondary,40.0,200
4444,1960734972,12794003688,9.1,secondary,40.0,200
4445,1960734972,9904682624,36.24,tertiary,30.0,100
4446,1960734983,619143471,11.4,secondary,40.0,200
4447,1960734983,13851715681,26.55,trunk,60.0,400
4448,1960735081,1643413951,23.52,tertiary,30.0,100
4449,1960735101,9203147552,194.34,tertiary,30.0,100
4450,1960735101,1855281030,263.59,tertiary,30.0,100
4451,1960735216,9665373519,26.97,tertiary,30.0,100
4452,1960735216,1855281030,561.17,tertiary,30.0,100
4453,1960735262,2493165202,14.45,tertiary,30.0,100
4454,1960735262,7366008442,16.22,primary,50.0,300
4455,1960735299,7366340622,4.2,secondary,40.0,200
4456,1960735422,13415105368,76.27,primary,50.0,300
4457,1960735422,2489283691,29.32,secondary,40.0,200
4458,1960735424,1960735422,8.76,primary,50.0,300
4459,1960735428,1960735433,27.38,primary_link,40.0,250
4460,1960735428,8441348211,28.39,secondary,40.0,200
4461,1960735433,1960735440,27.32,primary_link,40.0,250
4462,1960735433,8441348211,17.65,tertiary,30.0,100
4463,1960735433,2489283696,374.5,tertiary,30.0,100
4464,1960735438,8336655702,28.0,secondary,40.0,200
4465,1960735438,8336655693,10.78,secondary,40.0,200
4466,1960735440,991256997,145.21,primary,50.0,300
4467,1960735457,1960735438,2.67,secondary,40.0,200
4468,1960735465,7340258732,36.47,secondary,40.0,200
4469,1960735465,1960735457,10.71,secondary,40.0,200
4470,1960735473,7366248550,1235.07,tertiary,30.0,100
4471,1960735487,2489283697,13.93,primary_link,40.0,250
4472,1960735487,12999147227,253.38,primary,50.0,300
4473,1960735517,10279336967,9.38,primary,50.0,300
4474,1960735517,2489283700,19.19,tertiary,30.0,100
4475,1960735545,7358719649,9.9,secondary,40.0,200
4476,1960735545,2491214687,11.96,primary,50.0,300
4477,1960735564,1960735545,215.35,primary,50.0,300
4478,1960735564,2491214681,517.68,primary,50.0,300
4479,1960735567,1960735564,370.39,primary,50.0,300
4480,1960735568,414731201,27.01,secondary,40.0,200
4481,1960735568,1960735567,222.44,primary,50.0,300
4482,1960735576,8796504397,458.17,primary,50.0,300
4483,1960735576,1960735567,703.23,primary,50.0,300
4484,1960735584,5982461355,18.9,primary,50.0,300
4485,1960735584,6016244859,17.4,secondary,40.0,200
4486,1960735610,1645992814,18.2,tertiary,30.0,100
4487,1960735610,1960735584,731.0,primary,50.0,300
4488,1960735677,1960735678,10.16,primary_link,40.0,250
4489,1960735677,12797384557,1644.16,primary,50.0,300
4490,1960735678,1960735677,10.16,primary_link,40.0,250
4491,1960735678,2244894190,862.09,primary,50.0,300
4492,1960735932,4367741846,26.6,primary,50.0,300
4493,1960735935,7324784805,10.16,primary_link,40.0,250
4494,1960735935,12797384559,16.04,primary_link,40.0,250
4495,1960735935,1960736024,238.67,primary,50.0,300
4496,1960735999,13859586518,16.39,primary_link,40.0,250
4497,1960735999,9132477581,1992.26,primary,50.0,300
4498,1960736024,12797377987,9.61,trunk,60.0,400
4499,1960736024,648857360,363.79,trunk,60.0,400
4500,1960736051,12483956813,37.97,primary,50.0,300
4501,1966835463,6165302134,13.33,secondary,40.0,200
4502,1966835463,13802511360,900.71,secondary,40.0,200
4503,1966835463,3732540596,326.54,secondary,40.0,200
4504,1966835473,10277749848,8.86,tertiary,30.0,100
4505,1966835473,13803051042,94.18,tertiary,30.0,100
4506,1966835479,245658378,21.13,tertiary,30.0,100
4507,1966835479,1966835498,502.24,trunk,60.0,400
4508,1966835489,245658309,17.57,tertiary,30.0,100
4509,1966835489,1966835479,264.42,trunk,60.0,400
4510,1966835497,245658185,16.32,tertiary,30.0,100
4511,1966835497,1966835489,130.98,trunk,60.0,400
4512,1966835498,245658557,16.84,secondary,40.0,200
4513,1966835498,5369728233,256.87,trunk,60.0,400
4514,2051567050,2299255967,49.6,tertiary,30.0,100
4515,2051567050,5907269895,387.8,tertiary,30.0,100
4516,2051567054,12992328381,42.08,primary,50.0,300
4517,2051567054,2299255976,29.58,primary,50.0,300
4518,2069691762,10880784908,405.93,tertiary,30.0,100
4519,2069691762,10880766501,134.77,tertiary,30.0,100
4520,2069691762,2130331504,269.01,tertiary,30.0,100
4521,2130331504,10277511240,13.57,tertiary,30.0,100
4522,2130331504,2069691762,269.01,tertiary,30.0,100
4523,2146269444,245667692,557.61,tertiary,30.0,100
4524,2146269444,1665625285,82.03,tertiary,30.0,100
4525,2146269444,2163935132,686.62,tertiary,30.0,100
4526,2146827202,2146838100,59.13,tertiary,30.0,100
4527,2146838100,2146827202,59.13,tertiary,30.0,100
4528,2146838100,2231178576,5260.27,tertiary,30.0,100
4529,2146838100,2231178020,456.24,tertiary,30.0,100
4530,2155937885,245662605,31.01,secondary,40.0,200
4531,2155937885,2258304504,336.96,trunk,60.0,400
4532,2155937886,10722958771,30.74,secondary,40.0,200
4533,2155937886,631493993,191.86,trunk,60.0,400
4534,2163503474,6078180263,25.62,secondary,40.0,200
4535,2163503474,2163503475,11.45,primary,50.0,300
4536,2163503475,245654379,10.49,secondary,40.0,200
4537,2163503475,2163503477,30.74,primary,50.0,300
4538,2163503477,2163539022,57.43,primary,50.0,300
4539,2163503480,1643105886,9.79,primary,50.0,300
4540,2163503480,6078180260,113.14,primary,50.0,300
4541,2163538986,13698318586,16.35,tertiary,30.0,100
4542,2163538986,486050696,30.58,primary,50.0,300
4543,2163538986,13698318584,48.58,tertiary,30.0,100
4544,2163539003,495098003,29.76,primary,50.0,300
4545,2163539003,10598322635,164.08,primary,50.0,300
4546,2163539007,245654172,11.03,tertiary,30.0,100
4547,2163539007,2163539009,87.46,primary,50.0,300
4548,2163539009,2163544983,22.98,primary,50.0,300
4549,2163539009,13700651182,162.07,secondary,40.0,200
4550,2163539013,2163539019,284.34,primary,50.0,300
4551,2163539013,2163544983,43.25,primary,50.0,300
4552,2163539014,2163539013,32.01,primary_link,40.0,250
4553,2163539014,2163544983,52.31,secondary,40.0,200
4554,2163539019,2163539020,8.42,primary,50.0,300
4555,2163539019,10282056984,74.53,primary,50.0,300
4556,2163539020,13579932298,11.72,primary,50.0,300
4557,2163539020,2163539025,102.37,primary,50.0,300
4558,2163539022,2163539024,10.62,primary,50.0,300
4559,2163539024,245654381,9.14,secondary,40.0,200
4560,2163539024,2163539020,99.78,primary,50.0,300
4561,2163539025,6601808735,605.34,primary,50.0,300
4562,2163539025,13700725452,222.65,secondary,40.0,200
4563,2163544983,245654172,98.54,primary,50.0,300
4564,2163544983,2163539013,43.25,primary,50.0,300
4565,2163559556,245654283,18.74,primary,50.0,300
4566,2163559556,2163559569,128.34,secondary,40.0,200
4567,2163559569,489586507,780.02,secondary,40.0,200
4568,2163592436,536726942,42.91,trunk,60.0,400
4569,2163592452,6072268838,31.38,trunk,60.0,400
4570,2163592463,1494132036,313.3,tertiary,30.0,100
4571,2163592463,536726906,78.6,primary,50.0,300
4572,2163935132,4264598325,14.48,tertiary,30.0,100
4573,2163935132,10279771622,411.92,tertiary,30.0,100
4574,2163935132,2146269444,686.62,tertiary,30.0,100
4575,2166873264,245654385,99.81,tertiary,30.0,100
4576,2166873264,12447084183,6.15,primary,50.0,300
4577,2168580990,485977586,17.62,secondary,40.0,200
4578,2168580990,4361337153,194.08,primary,50.0,300
4579,2168581025,7238373729,101.11,secondary,40.0,200
4580,2168581025,2168580990,66.05,primary,50.0,300
4581,2168581047,10886054719,9.17,primary,50.0,300
4582,2168581047,245653923,217.45,secondary,40.0,200
4583,2168581052,4244306274,23.72,tertiary,30.0,100
4584,2168581052,4244306276,8.58,primary,50.0,300
4585,2175129198,2168581025,62.96,primary,50.0,300
4586,2175130238,2175130316,36.45,primary,50.0,300
4587,2175130238,7462923344,26.69,secondary_link,35.0,150
4588,2175130255,13701955563,15.07,primary_link,40.0,250
4589,2175130255,2175130238,152.24,primary,50.0,300
4590,2175130316,6602221633,340.35,primary,50.0,300
4591,2175568308,245654066,69.61,tertiary,30.0,100
4592,2175568308,13701996607,52.64,tertiary,30.0,100
4593,2176144722,2176215934,7.46,primary,50.0,300
4594,2176144722,2176144726,54.71,secondary,40.0,200
4595,2176144726,2258304282,500.52,secondary,40.0,200
4596,2176144735,2176215934,55.28,secondary,40.0,200
4597,2176144735,2176144744,66.54,primary_link,40.0,250
4598,2176144736,1033609140,17.42,tertiary,30.0,100
4599,2176144736,2176144735,315.34,secondary,40.0,200
4600,2176144744,2176144797,432.48,primary,50.0,300
4601,2176144748,13068016153,7.48,primary,50.0,300
4602,2176144788,2176144797,12.12,tertiary,30.0,100
4603,2176144788,2244632810,13.76,primary,50.0,300
4604,2176144797,2176144788,12.12,tertiary,30.0,100
4605,2176144797,245655296,485.11,tertiary,30.0,100
4606,2176144797,2176144830,508.75,primary,50.0,300
4607,2176144830,10885845682,7.69,primary,50.0,300
4608,2176144830,11640005091,99.31,secondary,40.0,200
4609,2176144837,245656245,270.22,primary,50.0,300
4610,2176144837,2715411943,2069.74,motorway_link,70.0,450
4611,2176144839,245656228,33.26,tertiary,30.0,100
4612,2176144839,245656245,13.47,tertiary,30.0,100
4613,2176144839,10885845683,314.61,primary,50.0,300
4614,2176144842,245656633,27.04,primary,50.0,300
4615,2176144842,9868433322,13.73,tertiary,30.0,100
4616,2176215889,355842984,151.74,primary_link,40.0,250
4617,2176215889,2258304284,18.83,secondary,40.0,200
4618,2176215896,2176144722,22.55,primary,50.0,300
4619,2176215896,2176144726,61.04,primary_link,40.0,250
4620,2176215934,2176144748,10.96,secondary,40.0,200
4621,2176215934,2176144744,31.22,primary,50.0,300
4622,2176684445,245653788,9.47,tertiary,30.0,100
4623,2176684445,12088314611,112.26,tertiary,30.0,100
4624,2176684582,9313067504,23.0,tertiary,30.0,100
4625,2176684582,9313067504,334.0,tertiary,30.0,100
4626,2176684582,9313067502,23.29,tertiary,30.0,100
4627,2176684763,9313067503,9.7,tertiary,30.0,100
4628,2176684763,9313040215,12.2,tertiary,30.0,100
4629,2176684837,245653840,12.95,tertiary,30.0,100
4630,2176684837,245653871,176.15,tertiary,30.0,100
4631,2176701305,245653869,9.87,tertiary,30.0,100
4632,2176701319,4050193893,15.81,tertiary,30.0,100
4633,2176701319,12378144235,88.04,tertiary,30.0,100
4634,2176701333,2176701319,73.39,tertiary,30.0,100
4635,2176701333,2176701305,169.37,tertiary,30.0,100
4636,2176726928,4048579846,104.7,secondary,40.0,200
4637,2176726928,245653413,349.83,tertiary,30.0,100
4638,2176742012,245653633,6.03,secondary,40.0,200
4639,2176742012,12350777519,221.94,tertiary,30.0,100
4640,2178056750,2176742012,8.64,tertiary,30.0,100
4641,2178056750,485984666,304.54,secondary,40.0,200
4642,2178289364,4140551636,14.07,tertiary,30.0,100
4643,2178289364,5727308501,283.9,primary,50.0,300
4644,2178289418,2298251493,13.25,primary,50.0,300
4645,2178289418,2298251394,487.9,tertiary,30.0,100
4646,2178289463,9828583078,31.41,trunk_link,50.0,350
4647,2178289463,2178289464,35.71,primary,50.0,300
4648,2178289464,1448146968,14.06,trunk_link,50.0,350
4649,2178289464,7280044352,740.44,primary,50.0,300
4650,2178293601,610244325,466.27,secondary,40.0,200
4651,2178293601,5681647596,14.97,secondary,40.0,200
4652,2178293608,7384691416,14.41,secondary,40.0,200
